customer_id,due_date,paid_date,amount_due,amount_paid,dpd_days,bounce_flag
C000005,2024-11-05,2024-11-05,31840.0,31840.0,0,0
C000005,2024-12-05,2024-12-05,31840.0,31840.0,0,0
C000006,2024-01-05,2024-01-05,27360.0,27360.0,0,0
C000006,2024-02-05,2024-02-05,27360.0,27360.0,0,0
C000006,2024-03-05,2024-03-05,27360.0,27360.0,0,0
C000006,2024-04-05,2024-04-05,27360.0,27360.0,0,0
C000006,2024-05-05,2024-05-05,27360.0,27360.0,0,0
C000006,2024-06-05,2024-06-05,27360.0,27360.0,0,0
C000006,2024-07-05,2024-07-05,27360.0,27360.0,0,0
C000006,2024-08-05,2024-08-05,27360.0,27360.0,0,0
C000006,2024-09-05,2024-09-05,27360.0,27360.0,0,0
C000006,2024-10-05,2024-10-05,27360.0,27360.0,0,0
C000006,2024-11-05,2024-11-05,27360.0,27360.0,0,0
C000006,2024-12-05,2024-12-05,27360.0,27360.0,0,0
C000007,2024-01-05,2024-01-05,10832.0,10832.0,0,0
C000007,2024-02-05,2024-02-05,10832.0,10832.0,0,0
C000007,2024-03-05,2024-03-05,10832.0,10832.0,0,0
C000007,2024-04-05,2024-04-05,10832.0,10832.0,0,0
C000007,2024-05-05,2024-05-05,10832.0,10832.0,0,0
C000007,2024-06-05,2024-06-05,10832.0,10832.0,0,0
C000007,2024-07-05,2024-07-05,10832.0,10832.0,0,0
C000007,2024-08-05,2024-08-05,10832.0,10832.0,0,0
C000007,2024-09-05,2024-09-05,10832.0,10832.0,0,0
C000007,2024-10-05,2024-10-05,10832.0,10832.0,0,0
C000007,2024-11-05,2024-11-05,10832.0,10832.0,0,0
C000007,2024-12-05,2024-12-05,10832.0,10832.0,0,0
C000008,2024-01-05,2024-01-05,37852.0,37852.0,0,0
C000008,2024-02-05,2024-02-05,37852.0,37852.0,0,0
C000008,2024-03-05,2024-03-05,37852.0,37852.0,0,0
C000008,2024-04-05,2024-04-05,37852.0,37852.0,0,0
C000008,2024-05-05,2024-05-05,37852.0,37852.0,0,0
C000008,2024-06-05,2024-06-05,37852.0,37852.0,0,0
C000008,2024-07-05,2024-07-05,37852.0,37852.0,0,0
C000008,2024-08-05,2024-08-05,37852.0,37852.0,0,0
C000008,2024-09-05,2024-09-05,37852.0,37852.0,0,0
C000008,2024-10-05,2024-10-05,37852.0,37852.0,0,0
C000008,2024-11-05,2024-11-05,37852.0,37852.0,0,0
C000008,2024-12-05,2024-12-05,37852.0,37852.0,0,0
C000009,2024-01-05,2024-01-05,6535.0,6535.0,0,0
C000009,2024-02-05,2024-02-05,6535.0,6535.0,0,0
C000009,2024-03-05,2024-03-05,6535.0,6535.0,0,0
C000009,2024-04-05,2024-04-05,6535.0,6535.0,0,0
C000009,2024-05-05,2024-05-05,6535.0,6535.0,0,0
C000009,2024-06-05,2024-06-05,6535.0,6535.0,0,0
C000009,2024-07-05,2024-07-05,6535.0,6535.0,0,0
C000009,2024-08-05,2024-08-05,6535.0,6535.0,0,0
C000009,2024-09-05,2024-09-05,6535.0,6535.0,0,0
C000009,2024-10-05,2024-10-05,6535.0,6535.0,0,0
C000009,2024-11-05,2024-11-05,6535.0,6535.0,0,0
C000009,2024-12-05,2024-12-05,6535.0,6535.0,0,0
C000010,2024-01-05,2024-01-05,27880.0,27880.0,0,0
C000010,2024-02-05,2024-02-05,27880.0,27880.0,0,0
C000010,2024-03-05,2024-03-05,27880.0,27880.0,0,0
C000010,2024-04-05,2024-04-05,27880.0,27880.0,0,0
C000010,2024-05-05,2024-05-05,27880.0,27880.0,0,0
C000010,2024-06-05,2024-06-17,27880.0,0.0,12,1
C000010,2024-07-05,2024-07-05,27880.0,27880.0,0,0
C000010,2024-08-05,2024-08-29,27880.0,0.0,24,1
C000010,2024-09-05,2024-09-05,27880.0,27880.0,0,0
C000010,2024-10-05,2024-10-05,27880.0,27880.0,0,0
C000010,2024-11-05,2024-11-27,27880.0,0.0,22,1
C000010,2024-12-05,2024-12-05,27880.0,27880.0,0,0
C000011,2024-01-05,2024-01-05,20385.0,20385.0,0,0
C000011,2024-02-05,2024-02-05,20385.0,20385.0,0,0
C000011,2024-03-05,2024-03-05,20385.0,20385.0,0,0
C000011,2024-04-05,2024-04-05,20385.0,20385.0,0,0
C000011,2024-05-05,2024-05-05,20385.0,20385.0,0,0
C000011,2024-06-05,2024-06-05,20385.0,20385.0,0,0
C000011,2024-07-05,2024-07-05,20385.0,20385.0,0,0
C000011,2024-08-05,2024-08-05,20385.0,20385.0,0,0
C000011,2024-09-05,2024-09-05,20385.0,20385.0,0,0
C000011,2024-10-05,2024-10-05,20385.0,20385.0,0,0
C000011,2024-11-05,2024-11-05,20385.0,20385.0,0,0
C000011,2024-12-05,2024-12-05,20385.0,20385.0,0,0
C000012,2024-01-05,2024-01-05,27883.0,27883.0,0,0
C000012,2024-02-05,2024-02-05,27883.0,27883.0,0,0
C000012,2024-03-05,2024-03-05,27883.0,27883.0,0,0
C000012,2024-04-05,2024-04-05,27883.0,27883.0,0,0
C000012,2024-05-05,2024-05-05,27883.0,27883.0,0,0
C000012,2024-06-05,2024-06-05,27883.0,27883.0,0,0
C000012,2024-07-05,2024-07-05,27883.0,27883.0,0,0
C000012,2024-08-05,2024-08-05,27883.0,27883.0,0,0
C000012,2024-09-05,2024-09-05,27883.0,27883.0,0,0
C000012,2024-10-05,2024-10-05,27883.0,27883.0,0,0
C000012,2024-11-05,2024-11-05,27883.0,27883.0,0,0
C000012,2024-12-05,2024-12-05,27883.0,27883.0,0,0
C000013,2024-01-05,2024-01-05,32090.0,32090.0,0,0
C000013,2024-02-05,2024-02-05,32090.0,32090.0,0,0
C000013,2024-03-05,2024-03-05,32090.0,32090.0,0,0
C000013,2024-04-05,2024-04-05,32090.0,32090.0,0,0
C000013,2024-05-05,2024-05-05,32090.0,32090.0,0,0
C000013,2024-06-05,2024-06-05,32090.0,32090.0,0,0
C000013,2024-07-05,2024-07-05,32090.0,32090.0,0,0
C000013,2024-08-05,2024-08-05,32090.0,32090.0,0,0
C000013,2024-09-05,2024-09-05,32090.0,32090.0,0,0
C000013,2024-10-05,2024-10-05,32090.0,32090.0,0,0
C000013,2024-11-05,2024-11-05,32090.0,32090.0,0,0
C000013,2024-12-05,2024-12-05,32090.0,32090.0,0,0
C000014,2024-01-05,2024-01-05,29052.0,29052.0,0,0
C000014,2024-02-05,2024-02-05,29052.0,29052.0,0,0
C000014,2024-03-05,2024-03-05,29052.0,29052.0,0,0
C000014,2024-04-05,2024-04-05,29052.0,29052.0,0,0
C000014,2024-05-05,2024-05-05,29052.0,29052.0,0,0
C000014,2024-06-05,2024-06-05,29052.0,29052.0,0,0
C000014,2024-07-05,2024-07-05,29052.0,29052.0,0,0
C000014,2024-08-05,2024-08-05,29052.0,29052.0,0,0
C000014,2024-09-05,2024-09-05,29052.0,29052.0,0,0
C000014,2024-10-05,2024-10-28,29052.0,0.0,23,1
C000014,2024-11-05,2024-11-17,29052.0,0.0,12,1
C000014,2024-12-05,2024-12-13,29052.0,0.0,8,1
C000015,2024-01-05,2024-01-05,27777.0,27777.0,0,0
C000015,2024-02-05,2024-02-05,27777.0,27777.0,0,0
C000015,2024-03-05,2024-03-05,27777.0,27777.0,0,0
C000015,2024-04-05,2024-04-05,27777.0,27777.0,0,0
C000015,2024-05-05,2024-05-05,27777.0,27777.0,0,0
C000015,2024-06-05,2024-06-05,27777.0,27777.0,0,0
C000015,2024-07-05,2024-07-05,27777.0,27777.0,0,0
C000015,2024-08-05,2024-08-05,27777.0,27777.0,0,0
C000015,2024-09-05,2024-09-05,27777.0,27777.0,0,0
C000015,2024-10-05,2024-10-05,27777.0,27777.0,0,0
C000015,2024-11-05,2024-11-05,27777.0,27777.0,0,0
C000015,2024-12-05,2024-12-05,27777.0,27777.0,0,0
C000016,2024-01-05,2024-01-05,34430.0,34430.0,0,0
C000016,2024-02-05,2024-02-05,34430.0,34430.0,0,0
C000016,2024-03-05,2024-03-05,34430.0,34430.0,0,0
C000016,2024-04-05,2024-04-05,34430.0,34430.0,0,0
C000016,2024-05-05,2024-05-05,34430.0,34430.0,0,0
C000016,2024-06-05,2024-06-05,34430.0,34430.0,0,0
C000016,2024-07-05,2024-07-05,34430.0,34430.0,0,0
C000016,2024-08-05,2024-08-05,34430.0,34430.0,0,0
C000016,2024-09-05,2024-09-05,34430.0,34430.0,0,0
C000016,2024-10-05,2024-10-05,34430.0,34430.0,0,0
C000016,2024-11-05,2024-11-05,34430.0,34430.0,0,0
C000016,2024-12-05,2024-12-05,34430.0,34430.0,0,0
C000017,2024-01-05,2024-01-05,29565.0,29565.0,0,0
C000017,2024-02-05,2024-02-05,29565.0,29565.0,0,0
C000017,2024-03-05,2024-03-05,29565.0,29565.0,0,0
C000017,2024-04-05,2024-04-05,29565.0,29565.0,0,0
C000017,2024-05-05,2024-05-05,29565.0,29565.0,0,0
C000017,2024-06-05,2024-06-05,29565.0,29565.0,0,0
C000017,2024-07-05,2024-07-05,29565.0,29565.0,0,0
C000017,2024-08-05,2024-08-05,29565.0,29565.0,0,0
C000017,2024-09-05,2024-09-05,29565.0,29565.0,0,0
C000017,2024-10-05,2024-10-05,29565.0,29565.0,0,0
C000017,2024-11-05,2024-11-05,29565.0,29565.0,0,0
C000017,2024-12-05,2024-12-05,29565.0,29565.0,0,0
C000018,2024-01-05,2024-01-05,33480.0,33480.0,0,0
C000018,2024-02-05,2024-02-05,33480.0,33480.0,0,0
C000018,2024-03-05,2024-03-30,33480.0,0.0,25,1
C000018,2024-04-05,2024-04-29,33480.0,0.0,24,1
C000018,2024-05-05,2024-05-05,33480.0,33480.0,0,0
C000018,2024-06-05,2024-06-25,33480.0,0.0,20,1
C000018,2024-07-05,2024-07-25,33480.0,0.0,20,1
C000018,2024-08-05,2024-08-27,33480.0,0.0,22,1
C000018,2024-09-05,2024-09-05,33480.0,33480.0,0,0
C000018,2024-10-05,2024-11-02,33480.0,0.0,28,1
C000018,2024-11-05,2024-11-18,33480.0,0.0,13,1
C000018,2024-12-05,2024-12-14,33480.0,0.0,9,1
C000019,2024-01-05,2024-01-05,19099.0,19099.0,0,0
C000019,2024-02-05,2024-02-05,19099.0,19099.0,0,0
C000019,2024-03-05,2024-03-05,19099.0,19099.0,0,0
C000019,2024-04-05,2024-04-05,19099.0,19099.0,0,0
C000019,2024-05-05,2024-05-05,19099.0,19099.0,0,0
C000019,2024-06-05,2024-06-05,19099.0,19099.0,0,0
C000019,2024-07-05,2024-07-05,19099.0,19099.0,0,0
C000019,2024-08-05,2024-08-05,19099.0,19099.0,0,0
C000019,2024-09-05,2024-09-05,19099.0,19099.0,0,0
C000019,2024-10-05,2024-10-05,19099.0,19099.0,0,0
C000019,2024-11-05,2024-11-05,19099.0,19099.0,0,0
C000019,2024-12-05,2024-12-05,19099.0,19099.0,0,0
C000020,2024-01-05,2024-01-05,12098.0,12098.0,0,0
C000020,2024-02-05,2024-02-05,12098.0,12098.0,0,0
C000020,2024-03-05,2024-03-05,12098.0,12098.0,0,0
C000020,2024-04-05,2024-04-05,12098.0,12098.0,0,0
C000020,2024-05-05,2024-05-05,12098.0,12098.0,0,0
C000020,2024-06-05,2024-06-05,12098.0,12098.0,0,0
C000020,2024-07-05,2024-07-05,12098.0,12098.0,0,0
C000020,2024-08-05,2024-08-05,12098.0,12098.0,0,0
C000020,2024-09-05,2024-09-05,12098.0,12098.0,0,0
C000020,2024-10-05,2024-10-05,12098.0,12098.0,0,0
C000020,2024-11-05,2024-11-11,12098.0,0.0,6,1
C000020,2024-12-05,2024-12-27,12098.0,0.0,22,1
C000021,2024-01-05,2024-01-05,13223.0,13223.0,0,0
C000021,2024-02-05,2024-02-05,13223.0,13223.0,0,0
C000021,2024-03-05,2024-03-05,13223.0,13223.0,0,0
C000021,2024-04-05,2024-04-05,13223.0,13223.0,0,0
C000021,2024-05-05,2024-05-05,13223.0,13223.0,0,0
C000021,2024-06-05,2024-06-05,13223.0,13223.0,0,0
C000021,2024-07-05,2024-07-05,13223.0,13223.0,0,0
C000021,2024-08-05,2024-08-05,13223.0,13223.0,0,0
C000021,2024-09-05,2024-09-05,13223.0,13223.0,0,0
C000021,2024-10-05,2024-10-05,13223.0,13223.0,0,0
C000021,2024-11-05,2024-11-05,13223.0,13223.0,0,0
C000021,2024-12-05,2024-12-05,13223.0,13223.0,0,0
C000022,2024-01-05,2024-01-05,26423.0,26423.0,0,0
C000022,2024-02-05,2024-02-05,26423.0,26423.0,0,0
C000022,2024-03-05,2024-03-05,26423.0,26423.0,0,0
C000022,2024-04-05,2024-04-05,26423.0,26423.0,0,0
C000022,2024-05-05,2024-05-05,26423.0,26423.0,0,0
C000022,2024-06-05,2024-06-05,26423.0,26423.0,0,0
C000022,2024-07-05,2024-07-05,26423.0,26423.0,0,0
C000022,2024-08-05,2024-08-05,26423.0,26423.0,0,0
C000022,2024-09-05,2024-09-05,26423.0,26423.0,0,0
C000022,2024-10-05,2024-10-05,26423.0,26423.0,0,0
C000022,2024-11-05,2024-11-05,26423.0,26423.0,0,0
C000022,2024-12-05,2024-12-05,26423.0,26423.0,0,0
C000023,2024-01-05,2024-01-05,23612.0,23612.0,0,0
C000023,2024-02-05,2024-02-05,23612.0,23612.0,0,0
C000023,2024-03-05,2024-03-05,23612.0,23612.0,0,0
C000023,2024-04-05,2024-04-05,23612.0,23612.0,0,0
C000023,2024-05-05,2024-05-05,23612.0,23612.0,0,0
C000023,2024-06-05,2024-06-05,23612.0,23612.0,0,0
C000023,2024-07-05,2024-07-05,23612.0,23612.0,0,0
C000023,2024-08-05,2024-08-05,23612.0,23612.0,0,0
C000023,2024-09-05,2024-09-05,23612.0,23612.0,0,0
C000023,2024-10-05,2024-10-05,23612.0,23612.0,0,0
C000023,2024-11-05,2024-11-05,23612.0,23612.0,0,0
C000023,2024-12-05,2024-12-05,23612.0,23612.0,0,0
C000024,2024-01-05,2024-01-05,7700.0,7700.0,0,0
C000024,2024-02-05,2024-02-05,7700.0,7700.0,0,0
C000024,2024-03-05,2024-03-05,7700.0,7700.0,0,0
C000024,2024-04-05,2024-04-05,7700.0,7700.0,0,0
C000024,2024-05-05,2024-05-05,7700.0,7700.0,0,0
C000024,2024-06-05,2024-06-05,7700.0,7700.0,0,0
C000024,2024-07-05,2024-07-05,7700.0,7700.0,0,0
C000024,2024-08-05,2024-08-05,7700.0,7700.0,0,0
C000024,2024-09-05,2024-09-05,7700.0,7700.0,0,0
C000024,2024-10-05,2024-10-05,7700.0,7700.0,0,0
C000024,2024-11-05,2024-11-05,7700.0,7700.0,0,0
C000024,2024-12-05,2024-12-05,7700.0,7700.0,0,0
C000025,2024-01-05,2024-01-05,12152.0,12152.0,0,0
C000025,2024-02-05,2024-02-05,12152.0,12152.0,0,0
C000025,2024-03-05,2024-03-05,12152.0,12152.0,0,0
C000025,2024-04-05,2024-04-05,12152.0,12152.0,0,0
C000025,2024-05-05,2024-05-05,12152.0,12152.0,0,0
C000025,2024-06-05,2024-06-23,12152.0,0.0,18,1
C000025,2024-07-05,2024-07-05,12152.0,12152.0,0,0
C000025,2024-08-05,2024-08-12,12152.0,0.0,7,1
C000025,2024-09-05,2024-09-16,12152.0,0.0,11,1
C000025,2024-10-05,2024-10-25,12152.0,0.0,20,1
C000025,2024-11-05,2024-12-02,12152.0,0.0,27,1
C000025,2024-12-05,2024-12-21,12152.0,0.0,16,1
C000026,2024-01-05,2024-01-05,38864.0,38864.0,0,0
C000026,2024-02-05,2024-02-05,38864.0,38864.0,0,0
C000026,2024-03-05,2024-03-05,38864.0,38864.0,0,0
C000026,2024-04-05,2024-04-05,38864.0,38864.0,0,0
C000026,2024-05-05,2024-06-02,38864.0,0.0,28,1
C000026,2024-06-05,2024-06-05,38864.0,38864.0,0,0
C000026,2024-07-05,2024-07-16,38864.0,0.0,11,1
C000026,2024-08-05,2024-08-05,38864.0,38864.0,0,0
C000026,2024-09-05,2024-09-10,38864.0,0.0,5,1
C000026,2024-10-05,2024-10-05,38864.0,38864.0,0,0
C000026,2024-11-05,2024-11-14,38864.0,0.0,9,1
C000026,2024-12-05,2024-12-05,38864.0,38864.0,0,0
C000027,2024-01-05,2024-01-05,30418.0,30418.0,0,0
C000027,2024-02-05,2024-02-05,30418.0,30418.0,0,0
C000027,2024-03-05,2024-03-05,30418.0,30418.0,0,0
C000027,2024-04-05,2024-04-05,30418.0,30418.0,0,0
C000027,2024-05-05,2024-05-05,30418.0,30418.0,0,0
C000027,2024-06-05,2024-06-05,30418.0,30418.0,0,0
C000027,2024-07-05,2024-07-05,30418.0,30418.0,0,0
C000027,2024-08-05,2024-08-05,30418.0,30418.0,0,0
C000027,2024-09-05,2024-09-05,30418.0,30418.0,0,0
C000027,2024-10-05,2024-10-05,30418.0,30418.0,0,0
C000027,2024-11-05,2024-11-05,30418.0,30418.0,0,0
C000027,2024-12-05,2024-12-05,30418.0,30418.0,0,0
C000028,2024-01-05,2024-01-05,31424.0,31424.0,0,0
C000028,2024-02-05,2024-02-05,31424.0,31424.0,0,0
C000028,2024-03-05,2024-03-05,31424.0,31424.0,0,0
C000028,2024-04-05,2024-04-05,31424.0,31424.0,0,0
C000028,2024-05-05,2024-05-05,31424.0,31424.0,0,0
C000028,2024-06-05,2024-06-05,31424.0,31424.0,0,0
C000028,2024-07-05,2024-07-05,31424.0,31424.0,0,0
C000028,2024-08-05,2024-08-05,31424.0,31424.0,0,0
C000028,2024-09-05,2024-09-05,31424.0,31424.0,0,0
C000028,2024-10-05,2024-10-05,31424.0,31424.0,0,0
C000028,2024-11-05,2024-11-05,31424.0,31424.0,0,0
C000028,2024-12-05,2024-12-05,31424.0,31424.0,0,0
C000029,2024-01-05,2024-01-05,11893.0,11893.0,0,0
C000029,2024-02-05,2024-02-05,11893.0,11893.0,0,0
C000029,2024-03-05,2024-03-05,11893.0,11893.0,0,0
C000029,2024-04-05,2024-04-05,11893.0,11893.0,0,0
C000029,2024-05-05,2024-05-05,11893.0,11893.0,0,0
C000029,2024-06-05,2024-06-05,11893.0,11893.0,0,0
C000029,2024-07-05,2024-07-05,11893.0,11893.0,0,0
C000029,2024-08-05,2024-08-05,11893.0,11893.0,0,0
C000029,2024-09-05,2024-09-05,11893.0,11893.0,0,0
C000029,2024-10-05,2024-10-05,11893.0,11893.0,0,0
C000029,2024-11-05,2024-11-05,11893.0,11893.0,0,0
C000029,2024-12-05,2024-12-05,11893.0,11893.0,0,0
C000030,2024-01-05,2024-01-05,7247.0,7247.0,0,0
C000030,2024-02-05,2024-02-05,7247.0,7247.0,0,0
C000030,2024-03-05,2024-03-05,7247.0,7247.0,0,0
C000030,2024-04-05,2024-04-05,7247.0,7247.0,0,0
C000030,2024-05-05,2024-05-05,7247.0,7247.0,0,0
C000030,2024-06-05,2024-06-05,7247.0,7247.0,0,0
C000030,2024-07-05,2024-07-05,7247.0,7247.0,0,0
C000030,2024-08-05,2024-08-05,7247.0,7247.0,0,0
C000030,2024-09-05,2024-09-05,7247.0,7247.0,0,0
C000030,2024-10-05,2024-10-05,7247.0,7247.0,0,0
C000030,2024-11-05,2024-11-05,7247.0,7247.0,0,0
C000030,2024-12-05,2024-12-05,7247.0,7247.0,0,0
C000031,2024-01-05,2024-01-05,15194.0,15194.0,0,0
C000031,2024-02-05,2024-02-05,15194.0,15194.0,0,0
C000031,2024-03-05,2024-03-05,15194.0,15194.0,0,0
C000031,2024-04-05,2024-04-05,15194.0,15194.0,0,0
C000031,2024-05-05,2024-05-05,15194.0,15194.0,0,0
C000031,2024-06-05,2024-06-05,15194.0,15194.0,0,0
C000031,2024-07-05,2024-07-15,15194.0,0.0,10,1
C000031,2024-08-05,2024-08-26,15194.0,0.0,21,1
C000031,2024-09-05,2024-09-05,15194.0,15194.0,0,0
C000031,2024-10-05,2024-10-05,15194.0,15194.0,0,0
C000031,2024-11-05,2024-11-29,15194.0,0.0,24,1
C000031,2024-12-05,2024-12-17,15194.0,0.0,12,1
C000032,2024-01-05,2024-01-05,34990.0,34990.0,0,0
C000032,2024-02-05,2024-02-05,34990.0,34990.0,0,0
C000032,2024-03-05,2024-03-05,34990.0,34990.0,0,0
C000032,2024-04-05,2024-04-05,34990.0,34990.0,0,0
C000032,2024-05-05,2024-05-05,34990.0,34990.0,0,0
C000032,2024-06-05,2024-06-05,34990.0,34990.0,0,0
C000032,2024-07-05,2024-07-05,34990.0,34990.0,0,0
C000032,2024-08-05,2024-08-05,34990.0,34990.0,0,0
C000032,2024-09-05,2024-09-05,34990.0,34990.0,0,0
C000032,2024-10-05,2024-10-05,34990.0,34990.0,0,0
C000032,2024-11-05,2024-11-05,34990.0,34990.0,0,0
C000032,2024-12-05,2024-12-05,34990.0,34990.0,0,0
C000033,2024-01-05,2024-01-05,22729.0,22729.0,0,0
C000033,2024-02-05,2024-02-05,22729.0,22729.0,0,0
C000033,2024-03-05,2024-03-05,22729.0,22729.0,0,0
C000033,2024-04-05,2024-04-05,22729.0,22729.0,0,0
C000033,2024-05-05,2024-05-05,22729.0,22729.0,0,0
C000033,2024-06-05,2024-06-05,22729.0,22729.0,0,0
C000033,2024-07-05,2024-07-05,22729.0,22729.0,0,0
C000033,2024-08-05,2024-08-05,22729.0,22729.0,0,0
C000033,2024-09-05,2024-09-05,22729.0,22729.0,0,0
C000033,2024-10-05,2024-10-05,22729.0,22729.0,0,0
C000033,2024-11-05,2024-11-05,22729.0,22729.0,0,0
C000033,2024-12-05,2024-12-05,22729.0,22729.0,0,0
C000034,2024-01-05,2024-01-05,32461.0,32461.0,0,0
C000034,2024-02-05,2024-02-05,32461.0,32461.0,0,0
C000034,2024-03-05,2024-03-05,32461.0,32461.0,0,0
C000034,2024-04-05,2024-04-05,32461.0,32461.0,0,0
C000034,2024-05-05,2024-05-05,32461.0,32461.0,0,0
C000034,2024-06-05,2024-06-05,32461.0,32461.0,0,0
C000034,2024-07-05,2024-07-05,32461.0,32461.0,0,0
C000034,2024-08-05,2024-08-05,32461.0,32461.0,0,0
C000034,2024-09-05,2024-09-05,32461.0,32461.0,0,0
C000034,2024-10-05,2024-10-29,32461.0,0.0,24,1
C000034,2024-11-05,2024-12-02,32461.0,0.0,27,1
C000034,2024-12-05,2024-12-05,32461.0,32461.0,0,0
C000035,2024-01-05,2024-01-05,22034.0,22034.0,0,0
C000035,2024-02-05,2024-02-05,22034.0,22034.0,0,0
C000035,2024-03-05,2024-03-05,22034.0,22034.0,0,0
C000035,2024-04-05,2024-04-05,22034.0,22034.0,0,0
C000035,2024-05-05,2024-05-05,22034.0,22034.0,0,0
C000035,2024-06-05,2024-06-05,22034.0,22034.0,0,0
C000035,2024-07-05,2024-07-05,22034.0,22034.0,0,0
C000035,2024-08-05,2024-08-05,22034.0,22034.0,0,0
C000035,2024-09-05,2024-09-05,22034.0,22034.0,0,0
C000035,2024-10-05,2024-10-05,22034.0,22034.0,0,0
C000035,2024-11-05,2024-11-05,22034.0,22034.0,0,0
C000035,2024-12-05,2024-12-05,22034.0,22034.0,0,0
C000036,2024-01-05,2024-01-05,22156.0,22156.0,0,0
C000036,2024-02-05,2024-02-05,22156.0,22156.0,0,0
C000036,2024-03-05,2024-03-05,22156.0,22156.0,0,0
C000036,2024-04-05,2024-04-05,22156.0,22156.0,0,0
