customer_id,label_28d,scoring_date
C000200,1,2024-11-01
C000201,0,2024-11-01
C000202,0,2024-11-01
C000203,0,2024-11-01
C000204,0,2024-11-01
C000205,0,2024-11-01
C000206,0,2024-11-01
C000207,0,2024-11-01
C000208,0,2024-11-01
C000209,0,2024-11-01
C000210,0,2024-11-01
C000211,0,2024-11-01
C000212,1,2024-11-01
C000213,0,2024-11-01
C000214,1,2024-11-01
C000215,1,2024-11-01
C000216,1,2024-11-01
C000217,0,2024-11-01
C000218,0,2024-11-01
C000219,0,2024-11-01
C000220,0,2024-11-01
C000221,0,2024-11-01
C000222,0,2024-11-01
C000223,0,2024-11-01
C000224,0,2024-11-01
C000225,0,2024-11-01
C000226,0,2024-11-01
C000227,1,2024-11-01
C000228,0,2024-11-01
C000229,0,2024-11-01
C000230,0,2024-11-01
C000231,0,2024-11-01
C000232,0,2024-11-01
C000233,0,2024-11-01
C000234,0,2024-11-01
C000235,1,2024-11-01
C000236,0,2024-11-01
C000237,0,2024-11-01
C000238,0,2024-11-01
C000239,1,2024-11-01
C000240,1,2024-11-01
C000241,1,2024-11-01
C000242,0,2024-11-01
C000243,0,2024-11-01
C000244,0,2024-11-01
C000245,1,2024-11-01
C000246,0,2024-11-01
C000247,0,2024-11-01
C000248,0,2024-11-01
C000249,1,2024-11-01
C000250,0,2024-11-01
C000251,1,2024-11-01
C000252,0,2024-11-01
C000253,0,2024-11-01
C000254,0,2024-11-01
C000255,1,2024-11-01
C000256,0,2024-11-01
C000257,0,2024-11-01
C000258,1,2024-11-01
C000259,1,2024-11-01
C000260,0,2024-11-01
C000261,0,2024-11-01
C000262,0,2024-11-01
C000263,0,2024-11-01
C000264,0,2024-11-01
C000265,0,2024-11-01
C000266,0,2024-11-01
C000267,0,2024-11-01
C000268,0,2024-11-01
C000269,0,2024-11-01
C000270,0,2024-11-01
C000271,0,2024-11-01
C000272,0,2024-11-01
C000273,0,2024-11-01
C000274,0,2024-11-01
C000275,0,2024-11-01
C000276,0,2024-11-01
C000277,0,2024-11-01
C000278,0,2024-11-01
C000279,0,2024-11-01
C000280,0,2024-11-01
C000281,0,2024-11-01
C000282,0,2024-11-01
C000283,0,2024-11-01
C000284,0,2024-11-01
C000285,0,2024-11-01
C000286,0,2024-11-01
C000287,0,2024-11-01
C000288,0,2024-11-01
C000289,0,2024-11-01
C000290,0,2024-11-01
C000291,0,2024-11-01
C000292,0,2024-11-01
C000293,0,2024-11-01
C000294,0,2024-11-01
C000295,0,2024-11-01
C000296,0,2024-11-01
C000297,0,2024-11-01
C000298,0,2024-11-01
C000299,0,2024-11-01
C000300,0,2024-11-01
C000301,0,2024-11-01
C000302,1,2024-11-01
C000303,0,2024-11-01
C000304,0,2024-11-01
C000305,0,2024-11-01
C000306,0,2024-11-01
C000307,0,2024-11-01
C000308,0,2024-11-01
C000309,0,2024-11-01
C000310,0,2024-11-01
C000311,0,2024-11-01
C000312,0,2024-11-01
C000313,0,2024-11-01
C000314,0,2024-11-01
C000315,1,2024-11-01
C000316,0,2024-11-01
C000317,1,2024-11-01
C000318,0,2024-11-01
C000319,0,2024-11-01
C000320,1,2024-11-01
C000321,0,2024-11-01
C000322,1,2024-11-01
C000323,0,2024-11-01
C000324,0,2024-11-01
C000325,1,2024-11-01
C000326,0,2024-11-01
C000327,0,2024-11-01
C000328,0,2024-11-01
C000329,0,2024-11-01
C000330,0,2024-11-01
C000331,0,2024-11-01
C000332,1,2024-11-01
C000333,0,2024-11-01
C000334,0,2024-11-01
C000335,0,2024-11-01
C000336,0,2024-11-01
C000337,0,2024-11-01
C000338,1,2024-11-01
C000339,0,2024-11-01
C000340,0,2024-11-01
C000341,0,2024-11-01
C000342,0,2024-11-01
C000343,0,2024-11-01
C000344,0,2024-11-01
C000345,0,2024-11-01
C000346,0,2024-11-01
C000347,0,2024-11-01
C000348,1,2024-11-01
C000349,0,2024-11-01
C000350,0,2024-11-01
C000351,0,2024-11-01
C000352,0,2024-11-01
C000353,0,2024-11-01
C000354,0,2024-11-01
C000355,0,2024-11-01
C000356,0,2024-11-01
C000357,0,2024-11-01
C000358,0,2024-11-01
C000359,1,2024-11-01
C000360,1,2024-11-01
C000361,0,2024-11-01
C000362,0,2024-11-01
C000363,0,2024-11-01
C000364,0,2024-11-01
C000365,0,2024-11-01
C000366,1,2024-11-01
C000367,0,2024-11-01
C000368,0,2024-11-01
C000369,0,2024-11-01
C000370,0,2024-11-01
C000371,0,2024-11-01
C000372,1,2024-11-01
C000373,0,2024-11-01
C000374,0,2024-11-01
C000375,0,2024-11-01
C000376,0,2024-11-01
C000377,0,2024-11-01
C000378,0,2024-11-01
C000379,0,2024-11-01
C000380,1,2024-11-01
C000381,0,2024-11-01
C000382,0,2024-11-01
C000383,0,2024-11-01
C000384,0,2024-11-01
C000385,0,2024-11-01
C000386,0,2024-11-01
C000387,0,2024-11-01
C000388,0,2024-11-01
C000389,1,2024-11-01
C000390,0,2024-11-01
C000391,0,2024-11-01
C000392,0,2024-11-01
C000393,0,2024-11-01
C000394,0,2024-11-01
C000395,0,2024-11-01
C000396,0,2024-11-01
C000397,0,2024-11-01
C000398,0,2024-11-01
C000399,0,2024-11-01
C000400,1,2024-11-01
C000401,0,2024-11-01
C000402,0,2024-11-01
C000403,0,2024-11-01
C000404,0,2024-11-01
C000405,0,2024-11-01
C000406,0,2024-11-01
C000407,0,2024-11-01
C000408,0,2024-11-01
C000409,0,2024-11-01
C000410,0,2024-11-01
C000411,0,2024-11-01
C000412,0,2024-11-01
C000413,0,2024-11-01
C000414,0,2024-11-01
C000415,0,2024-11-01
C000416,0,2024-11-01
C000417,0,2024-11-01
C000418,1,2024-11-01
C000419,0,2024-11-01
C000420,0,2024-11-01
C000421,1,2024-11-01
C000422,0,2024-11-01
C000423,0,2024-11-01
C000424,0,2024-11-01
C000425,0,2024-11-01
C000426,0,2024-11-01
C000427,0,2024-11-01
C000428,0,2024-11-01
C000429,0,2024-11-01
C000430,1,2024-11-01
C000431,1,2024-11-01
C000432,0,2024-11-01
C000433,0,2024-11-01
C000434,0,2024-11-01
C000435,0,2024-11-01
C000436,0,2024-11-01
C000437,0,2024-11-01
C000438,0,2024-11-01
C000439,1,2024-11-01
C000440,0,2024-11-01
C000441,0,2024-11-01
C000442,0,2024-11-01
C000443,0,2024-11-01
C000444,0,2024-11-01
C000445,1,2024-11-01
C000446,1,2024-11-01
C000447,0,2024-11-01
C000448,0,2024-11-01
C000449,0,2024-11-01
C000450,0,2024-11-01
C000451,1,2024-11-01
C000452,1,2024-11-01
C000453,0,2024-11-01
C000454,0,2024-11-01
C000455,0,2024-11-01
C000456,0,2024-11-01
C000457,0,2024-11-01
C000458,0,2024-11-01
C000459,0,2024-11-01
C000460,0,2024-11-01
C000461,0,2024-11-01
C000462,0,2024-11-01
C000463,0,2024-11-01
C000464,0,2024-11-01
C000465,0,2024-11-01
C000466,0,2024-11-01
C000467,0,2024-11-01
C000468,0,2024-11-01
C000469,0,2024-11-01
C000470,1,2024-11-01
C000471,1,2024-11-01
C000472,0,2024-11-01
C000473,0,2024-11-01
C000474,0,2024-11-01
C000475,0,2024-11-01
C000476,0,2024-11-01
C000477,0,2024-11-01
C000478,0,2024-11-01
C000479,0,2024-11-01
C000480,1,2024-11-01
C000481,0,2024-11-01
C000482,1,2024-11-01
C000483,0,2024-11-01
C000484,0,2024-11-01
C000485,0,2024-11-01
C000486,1,2024-11-01
C000487,0,2024-11-01
C000488,1,2024-11-01
C000489,0,2024-11-01
C000490,1,2024-11-01
C000491,0,2024-11-01
C000492,0,2024-11-01
C000493,0,2024-11-01
C000494,0,2024-11-01
C000495,0,2024-11-01
C000496,0,2024-11-01
C000497,0,2024-11-01
C000498,0,2024-11-01
C000499,0,2024-11-01
C000500,0,2024-11-01
C000501,0,2024-11-01
C000502,0,2024-11-01
C000503,0,2024-11-01
C000504,0,2024-11-01
C000505,0,2024-11-01
C000506,0,2024-11-01
C000507,1,2024-11-01
C000508,0,2024-11-01
C000509,0,2024-11-01
C000510,0,2024-11-01
C000511,0,2024-11-01
C000512,0,2024-11-01
C000513,0,2024-11-01
C000514,0,2024-11-01
C000515,0,2024-11-01
C000516,0,2024-11-01
C000517,1,2024-11-01
C000518,0,2024-11-01
C000519,1,2024-11-01
C000520,1,2024-11-01
C000521,0,2024-11-01
C000522,0,2024-11-01
C000523,1,2024-11-01
C000524,0,2024-11-01
C000525,0,2024-11-01
C000526,0,2024-11-01
C000527,0,2024-11-01
C000528,0,2024-11-01
C000529,0,2024-11-01
C000530,0,2024-11-01
C000531,0,2024-11-01
C000532,0,2024-11-01
C000533,0,2024-11-01
C000534,0,2024-11-01
C000535,0,2024-11-01
C000536,1,2024-11-01
C000537,1,2024-11-01
C000538,0,2024-11-01
C000539,1,2024-11-01
C000540,0,2024-11-01
C000541,1,2024-11-01
C000542,1,2024-11-01
C000543,0,2024-11-01
C000544,0,2024-11-01
C000545,0,2024-11-01
C000546,0,2024-11-01
C000547,1,2024-11-01
C000548,0,2024-11-01
C000549,0,2024-11-01
C000550,0,2024-11-01
C000551,0,2024-11-01
C000552,0,2024-11-01
C000553,0,2024-11-01
C000554,0,2024-11-01
C000555,0,2024-11-01
C000556,0,2024-11-01
C000557,0,2024-11-01
C000558,0,2024-11-01
C000559,0,2024-11-01
C000560,0,2024-11-01
C000561,0,2024-11-01
C000562,0,2024-11-01
C000563,1,2024-11-01
C000564,0,2024-11-01
C000565,0,2024-11-01
C000566,0,2024-11-01
C000567,1,2024-11-01
C000568,0,2024-11-01
C000569,0,2024-11-01
C000570,0,2024-11-01
C000571,0,2024-11-01
C000572,0,2024-11-01
C000573,0,2024-11-01
C000574,0,2024-11-01
C000575,0,2024-11-01
C000576,1,2024-11-01
C000577,1,2024-11-01
C000578,0,2024-11-01
C000579,0,2024-11-01
C000580,0,2024-11-01
C000581,0,2024-11-01
C000582,0,2024-11-01
C000583,1,2024-11-01
C000584,0,2024-11-01
C000585,0,2024-11-01
C000586,0,2024-11-01
C000587,0,2024-11-01
C000588,0,2024-11-01
C000589,1,2024-11-01
C000590,0,2024-11-01
C000591,0,2024-11-01
C000592,0,2024-11-01
C000593,0,2024-11-01
C000594,0,2024-11-01
C000595,0,2024-11-01
C000596,0,2024-11-01
C000597,0,2024-11-01
C000598,0,2024-11-01
C000599,0,2024-11-01
C000600,0,2024-11-01
C000601,1,2024-11-01
C000602,0,2024-11-01
C000603,0,2024-11-01
C000604,0,2024-11-01
C000605,0,2024-11-01
C000606,1,2024-11-01
C000607,0,2024-11-01
C000608,0,2024-11-01
C000609,0,2024-11-01
C000610,0,2024-11-01
C000611,1,2024-11-01
C000612,0,2024-11-01
C000613,0,2024-11-01
C000614,0,2024-11-01
C000615,0,2024-11-01
C000616,1,2024-11-01
C000617,0,2024-11-01
C000618,1,2024-11-01
C000619,0,2024-11-01
C000620,0,2024-11-01
C000621,0,2024-11-01
C000622,0,2024-11-01
C000623,0,2024-11-01
C000624,1,2024-11-01
C000625,0,2024-11-01
C000626,0,2024-11-01
C000627,0,2024-11-01
C000628,1,2024-11-01
C000629,0,2024-11-01
C000630,1,2024-11-01
C000631,0,2024-11-01
C000632,1,2024-11-01
C000633,0,2024-11-01
C000634,0,2024-11-01
C000635,0,2024-11-01
C000636,1,2024-11-01
C000637,0,2024-11-01
C000638,0,2024-11-01
C000639,0,2024-11-01
C000640,0,2024-11-01
C000641,0,2024-11-01
C000642,0,2024-11-01
C000643,0,2024-11-01
C000644,0,2024-11-01
C000645,0,2024-11-01
C000646,0,2024-11-01
C000647,1,2024-11-01
C000648,0,2024-11-01
C000649,0,2024-11-01
C000650,0,2024-11-01
C000651,0,2024-11-01
C000652,0,2024-11-01
C000653,0,2024-11-01
C000654,0,2024-11-01
C000655,0,2024-11-01
C000656,0,2024-11-01
C000657,0,2024-11-01
C000658,0,2024-11-01
C000659,0,2024-11-01
C000660,0,2024-11-01
C000661,0,2024-11-01
C000662,0,2024-11-01
C000663,0,2024-11-01
C000664,0,2024-11-01
C000665,0,2024-11-01
C000666,0,2024-11-01
C000667,0,2024-11-01
C000668,0,2024-11-01
C000669,0,2024-11-01
C000670,0,2024-11-01
C000671,0,2024-11-01
C000672,0,2024-11-01
C000673,0,2024-11-01
C000674,0,2024-11-01
C000675,0,2024-11-01
C000676,0,2024-11-01
C000677,0,2024-11-01
C000678,0,2024-11-01
C000679,0,2024-11-01
C000680,0,2024-11-01
C000681,0,2024-11-01
C000682,0,2024-11-01
C000683,0,2024-11-01
C000684,1,2024-11-01
C000685,0,2024-11-01
C000686,0,2024-11-01
C000687,0,2024-11-01
C000688,0,2024-11-01
C000689,0,2024-11-01
C000690,0,2024-11-01
C000691,0,2024-11-01
C000692,0,2024-11-01
C000693,0,2024-11-01
C000694,0,2024-11-01
C000695,0,2024-11-01
C000696,0,2024-11-01
C000697,0,2024-11-01
C000698,1,2024-11-01
C000699,0,2024-11-01
C000700,0,2024-11-01
C000701,0,2024-11-01
C000702,0,2024-11-01
C000703,0,2024-11-01
C000704,0,2024-11-01
C000705,0,2024-11-01
C000706,0,2024-11-01
C000707,0,2024-11-01
C000708,0,2024-11-01
C000709,0,2024-11-01
C000710,0,2024-11-01
C000711,1,2024-11-01
C000712,0,2024-11-01
C000713,0,2024-11-01
C000714,1,2024-11-01
C000715,0,2024-11-01
C000716,1,2024-11-01
C000717,0,2024-11-01
C000718,0,2024-11-01
C000719,0,2024-11-01
C000720,0,2024-11-01
C000721,0,2024-11-01
C000722,0,2024-11-01
C000723,0,2024-11-01
C000724,0,2024-11-01
C000725,0,2024-11-01
C000726,0,2024-11-01
C000727,0,2024-11-01
C000728,0,2024-11-01
C000729,0,2024-11-01
C000730,0,2024-11-01
C000731,0,2024-11-01
C000732,0,2024-11-01
C000733,0,2024-11-01
C000734,0,2024-11-01
C000735,1,2024-11-01
C000736,0,2024-11-01
C000737,0,2024-11-01
C000738,0,2024-11-01
C000739,0,2024-11-01
C000740,1,2024-11-01
C000741,0,2024-11-01
C000742,0,2024-11-01
C000743,1,2024-11-01
C000744,0,2024-11-01
C000745,0,2024-11-01
C000746,0,2024-11-01
C000747,0,2024-11-01
C000748,0,2024-11-01
C000749,0,2024-11-01
C000750,0,2024-11-01
C000751,0,2024-11-01
C000752,0,2024-11-01
C000753,0,2024-11-01
C000754,1,2024-11-01
C000755,0,2024-11-01
C000756,0,2024-11-01
C000757,0,2024-11-01
C000758,0,2024-11-01
C000759,0,2024-11-01
C000760,0,2024-11-01
C000761,0,2024-11-01
C000762,1,2024-11-01
C000763,0,2024-11-01
C000764,0,2024-11-01
C000765,0,2024-11-01
C000766,0,2024-11-01
C000767,0,2024-11-01
C000768,0,2024-11-01
C000769,1,2024-11-01
C000770,0,2024-11-01
C000771,0,2024-11-01
C000772,0,2024-11-01
C000773,0,2024-11-01
C000774,0,2024-11-01
C000775,1,2024-11-01
C000776,0,2024-11-01
C000777,0,2024-11-01
C000778,0,2024-11-01
C000779,1,2024-11-01
C000780,0,2024-11-01
C000781,1,2024-11-01
C000782,0,2024-11-01
C000783,0,2024-11-01
C000784,0,2024-11-01
C000785,0,2024-11-01
C000786,0,2024-11-01
C000787,0,2024-11-01
C000788,0,2024-11-01
C000789,0,2024-11-01
C000790,0,2024-11-01
C000791,0,2024-11-01
C000792,0,2024-11-01
C000793,0,2024-11-01
C000794,0,2024-11-01
C000795,0,2024-11-01
C000796,0,2024-11-01
C000797,0,2024-11-01
C000798,0,2024-11-01
C000799,0,2024-11-01
C000800,0,2024-11-01
C000801,0,2024-11-01
C000802,1,2024-11-01
C000803,0,2024-11-01
C000804,0,2024-11-01
C000805,1,2024-11-01
C000806,1,2024-11-01
C000807,0,2024-11-01
C000808,0,2024-11-01
C000809,0,2024-11-01
C000810,0,2024-11-01
C000811,0,2024-11-01
C000812,0,2024-11-01
C000813,0,2024-11-01
C000814,0,2024-11-01
C000815,0,2024-11-01
C000816,0,2024-11-01
C000817,0,2024-11-01
C000818,0,2024-11-01
C000819,1,2024-11-01
C000820,0,2024-11-01
C000821,1,2024-11-01
C000822,0,2024-11-01
C000823,0,2024-11-01
C000824,0,2024-11-01
C000825,0,2024-11-01
C000826,0,2024-11-01
C000827,0,2024-11-01
C000828,0,2024-11-01
C000829,0,2024-11-01
C000830,1,2024-11-01
C000831,0,2024-11-01
C000832,0,2024-11-01
C000833,0,2024-11-01
C000834,0,2024-11-01
C000835,1,2024-11-01
C000836,0,2024-11-01
C000837,0,2024-11-01
C000838,0,2024-11-01
C000839,0,2024-11-01
C000840,1,2024-11-01
C000841,0,2024-11-01
C000842,1,2024-11-01
C000843,0,2024-11-01
C000844,0,2024-11-01
C000845,0,2024-11-01
C000846,0,2024-11-01
C000847,0,2024-11-01
C000848,0,2024-11-01
C000849,1,2024-11-01
C000850,0,2024-11-01
C000851,1,2024-11-01
C000852,1,2024-11-01
C000853,0,2024-11-01
C000854,0,2024-11-01
C000855,0,2024-11-01
C000856,1,2024-11-01
C000857,0,2024-11-01
C000858,0,2024-11-01
C000859,1,2024-11-01
C000860,1,2024-11-01
C000861,0,2024-11-01
C000862,0,2024-11-01
C000863,0,2024-11-01
C000864,0,2024-11-01
C000865,0,2024-11-01
C000866,1,2024-11-01
C000867,0,2024-11-01
C000868,0,2024-11-01
C000869,0,2024-11-01
C000870,0,2024-11-01
C000871,0,2024-11-01
C000872,1,2024-11-01
C000873,0,2024-11-01
C000874,0,2024-11-01
C000875,0,2024-11-01
C000876,0,2024-11-01
C000877,0,2024-11-01
C000878,1,2024-11-01
C000879,0,2024-11-01
C000880,0,2024-11-01
C000881,0,2024-11-01
C000882,0,2024-11-01
C000883,0,2024-11-01
C000884,0,2024-11-01
C000885,0,2024-11-01
C000886,0,2024-11-01
C000887,0,2024-11-01
C000888,0,2024-11-01
C000889,1,2024-11-01
C000890,1,2024-11-01
C000891,0,2024-11-01
C000892,0,2024-11-01
C000893,0,2024-11-01
C000894,0,2024-11-01
C000895,0,2024-11-01
C000896,1,2024-11-01
C000897,0,2024-11-01
C000898,0,2024-11-01
C000899,1,2024-11-01
C000900,0,2024-11-01
C000901,0,2024-11-01
C000902,0,2024-11-01
C000903,0,2024-11-01
C000904,0,2024-11-01
C000905,1,2024-11-01
C000906,0,2024-11-01
C000907,0,2024-11-01
C000908,0,2024-11-01
C000909,0,2024-11-01
C000910,0,2024-11-01
C000911,0,2024-11-01
C000912,0,2024-11-01
C000913,0,2024-11-01
C000914,0,2024-11-01
C000915,0,2024-11-01
C000916,0,2024-11-01
C000917,0,2024-11-01
C000918,0,2024-11-01
C000919,0,2024-11-01
C000920,0,2024-11-01
C000921,0,2024-11-01
C000922,1,2024-11-01
C000923,0,2024-11-01
C000924,0,2024-11-01
C000925,0,2024-11-01
C000926,0,2024-11-01
C000927,0,2024-11-01
C000928,0,2024-11-01
C000929,0,2024-11-01
C000930,0,2024-11-01
C000931,0,2024-11-01
C000932,0,2024-11-01
C000933,0,2024-11-01
C000934,0,2024-11-01
C000935,0,2024-11-01
C000936,0,2024-11-01
C000937,0,2024-11-01
C000938,0,2024-11-01
C000939,0,2024-11-01
C000940,0,2024-11-01
C000941,1,2024-11-01
C000942,0,2024-11-01
C000943,0,2024-11-01
C000944,0,2024-11-01
C000945,0,2024-11-01
C000946,0,2024-11-01
C000947,0,2024-11-01
C000948,0,2024-11-01
C000949,1,2024-11-01
C000950,1,2024-11-01
C000951,0,2024-11-01
C000952,0,2024-11-01
C000953,0,2024-11-01
C000954,0,2024-11-01
C000955,0,2024-11-01
C000956,0,2024-11-01
C000957,0,2024-11-01
C000958,0,2024-11-01
C000959,0,2024-11-01
C000960,0,2024-11-01
C000961,0,2024-11-01
C000962,0,2024-11-01
C000963,0,2024-11-01
C000964,0,2024-11-01
C000965,0,2024-11-01
C000966,0,2024-11-01
C000967,0,2024-11-01
C000968,1,2024-11-01
C000969,0,2024-11-01
C000970,0,2024-11-01
C000971,0,2024-11-01
C000972,0,2024-11-01
C000973,0,2024-11-01
C000974,0,2024-11-01
C000975,0,2024-11-01
C000976,0,2024-11-01
C000977,1,2024-11-01
C000978,0,2024-11-01
C000979,0,2024-11-01
C000980,0,2024-11-01
C000981,0,2024-11-01
C000982,0,2024-11-01
C000983,0,2024-11-01
C000984,0,2024-11-01
C000985,0,2024-11-01
C000986,0,2024-11-01
C000987,0,2024-11-01
C000988,0,2024-11-01
C000989,0,2024-11-01
C000990,1,2024-11-01
C000991,1,2024-11-01
C000992,0,2024-11-01
C000993,0,2024-11-01
C000994,0,2024-11-01
C000995,0,2024-11-01
C000996,0,2024-11-01
C000997,0,2024-11-01
C000998,0,2024-11-01
C000999,0,2024-11-01
C001000,0,2024-11-01
C001001,0,2024-11-01
C001002,0,2024-11-01
C001003,0,2024-11-01
C001004,1,2024-11-01
C001005,0,2024-11-01
C001006,0,2024-11-01
C001007,0,2024-11-01
C001008,0,2024-11-01
C001009,0,2024-11-01
C001010,0,2024-11-01
C001011,0,2024-11-01
C001012,0,2024-11-01
C001013,0,2024-11-01
C001014,0,2024-11-01
C001015,1,2024-11-01
C001016,0,2024-11-01
C001017,0,2024-11-01
C001018,0,2024-11-01
C001019,0,2024-11-01
C001020,0,2024-11-01
C001021,0,2024-11-01
C001022,1,2024-11-01
C001023,0,2024-11-01
C001024,0,2024-11-01
C001025,0,2024-11-01
C001026,0,2024-11-01
C001027,0,2024-11-01
C001028,1,2024-11-01
C001029,0,2024-11-01
C001030,1,2024-11-01
C001031,0,2024-11-01
C001032,0,2024-11-01
C001033,0,2024-11-01
C001034,0,2024-11-01
C001035,1,2024-11-01
C001036,0,2024-11-01
C001037,0,2024-11-01
C001038,0,2024-11-01
C001039,0,2024-11-01
C001040,1,2024-11-01
C001041,0,2024-11-01
C001042,0,2024-11-01
C001043,0,2024-11-01
C001044,0,2024-11-01
C001045,0,2024-11-01
C001046,0,2024-11-01
C001047,0,2024-11-01
C001048,0,2024-11-01
C001049,0,2024-11-01
C001050,1,2024-11-01
C001051,0,2024-11-01
C001052,0,2024-11-01
C001053,0,2024-11-01
C001054,0,2024-11-01
C001055,1,2024-11-01
C001056,0,2024-11-01
C001057,0,2024-11-01
C001058,1,2024-11-01
C001059,1,2024-11-01
C001060,0,2024-11-01
C001061,0,2024-11-01
C001062,0,2024-11-01
C001063,0,2024-11-01
C001064,0,2024-11-01
C001065,0,2024-11-01
C001066,0,2024-11-01
C001067,1,2024-11-01
C001068,0,2024-11-01
C001069,0,2024-11-01
C001070,0,2024-11-01
C001071,1,2024-11-01
C001072,0,2024-11-01
C001073,0,2024-11-01
